Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,65.5,0
Yes,31,Yes,No,DSL,Yes,Yes,One year,Yes,81.15,0
No,12,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,67.25,0
Yes,71,Yes,No,Fiber optic,Yes,No,Two year,No,106.7,0
No,34,Yes,Yes,DSL,No,No,One year,No,55.0,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,0
Yes,14,No,Yes,DSL,No,Yes,Month-to-month,No,80.45,0
Yes,65,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,99.05,0
Yes,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.15,1
Yes,50,No,No,Fiber optic,Yes,Yes,One year,No,103.05,0
No,17,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.8,0
No,64,Yes,Yes,Fiber optic,Yes,No,One year,No,89.45,0
No,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.6,0
Yes,22,No,Yes,Fiber optic,No,No,Month-to-month,No,83.3,1
No,52,No,Yes,DSL,No,No,One year,No,30.1,0
Yes,27,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.15,0
No,34,No,No,DSL,No,Yes,Month-to-month,No,50.2,0
No,2,No,No,DSL,No,No,Month-to-month,No,44.95,1
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,0
No,22,No,Yes,DSL,Yes,No,One year,No,65.25,0
No,18,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.35,0
No,65,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.15,1
No,17,No,No,DSL,Yes,Yes,One year,No,54.6,0
No,35,Yes,No,DSL,No,No,One year,Yes,62.15,0
No,70,No,No,Fiber optic,Yes,No,One year,Yes,101.75,0
No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.25,1
No,37,Yes,No,DSL,No,No,Month-to-month,Yes,55.05,0
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,1
Yes,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,0
No,24,Yes,Yes,DSL,No,Yes,Month-to-month,No,60.45,0
No,59,Yes,Yes,DSL,Yes,No,One year,No,66.4,0
No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.5,1
Yes,7,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,75.7,0
No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.75,0
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.6,0
Yes,67,Yes,No,DSL,No,No,Two year,Yes,75.5,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.25,0
No,13,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,1
No,1,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,82.3,1
Yes,70,No,Yes,DSL,Yes,Yes,One year,No,60.35,0
Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.2,0
Yes,29,No,Yes,Fiber optic,Yes,Yes,One year,No,100.55,0
No,22,Yes,No,DSL,No,No,Month-to-month,Yes,54.45,1
Yes,37,Yes,Yes,DSL,No,Yes,Two year,No,61.45,0
No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.15,0
Yes,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,95.9,1
No,65,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.05,0
No,16,No,No,DSL,Yes,No,Month-to-month,Yes,65.2,1
No,57,Yes,No,DSL,Yes,No,Month-to-month,Yes,53.75,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,0
No,58,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.7,1
No,65,Yes,No,DSL,Yes,Yes,Two year,No,59.95,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.45,0
No,12,No,Yes,DSL,No,Yes,Month-to-month,No,34.0,0
No,65,Yes,No,Fiber optic,No,Yes,One year,No,93.55,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,83.25,0
No,64,No,No,Fiber optic,Yes,No,One year,Yes,100.05,1
No,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,0
Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,0
No,62,No,Yes,DSL,Yes,Yes,Two year,No,84.5,0
No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,96.55,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,25.1,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.4,1
Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.35,0
No,71,No,Yes,Fiber optic,No,No,One year,Yes,79.05,0
No,31,Yes,Yes,Fiber optic,No,No,Month-to-month,No,104.35,0
No,56,Yes,No,Fiber optic,Yes,No,Two year,No,80.3,0
No,42,No,No,DSL,Yes,Yes,Two year,No,66.5,0
No,36,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,79.2,0
No,67,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.05,0
No,20,No,No,Fiber optic,No,No,Month-to-month,No,89.95,0
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,71.1,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
Yes,36,Yes,No,DSL,Yes,No,One year,Yes,63.7,0
No,4,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,80.6,1
No,34,No,Yes,DSL,No,No,Month-to-month,Yes,49.8,0
No,3,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,0
No,30,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.2,1
No,49,No,No,DSL,No,No,Month-to-month,No,43.8,0
Yes,6,No,No,DSL,No,Yes,Month-to-month,Yes,48.8,0
No,27,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.1,0
Yes,21,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
No,42,Yes,Yes,Fiber optic,Yes,No,One year,Yes,99.0,0
No,56,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,98.7,0
No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.45,0
No,37,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.95,1
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,0
No,20,No,Yes,Fiber optic,No,Yes,Month-to-month,No,107.05,0
Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,0
No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.75,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,81.0,0
No,39,No,Yes,DSL,Yes,Yes,Month-to-month,No,41.1,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.0,1
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.75,1
No,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,0
No,26,No,No,Fiber optic,No,Yes,Month-to-month,Yes,80.5,1
No,37,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,0
Yes,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.75,1
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,1
No,20,No,No,Fiber optic,No,Yes,Month-to-month,Yes,98.55,0
No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,98.15,1
No,35,No,No,Fiber optic,No,No,Month-to-month,Yes,86.45,1
Yes,32,Yes,No,Fiber optic,No,No,Month-to-month,No,89.6,0
Yes,66,Yes,No,DSL,Yes,Yes,Two year,Yes,84.0,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,70.9,1
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,78.85,0
Yes,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.4,0
Yes,28,No,No,Fiber optic,No,Yes,One year,Yes,90.45,0
No,71,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.25,0
Yes,72,No,Yes,DSL,Yes,No,Two year,Yes,75.4,0
No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.15,0
Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.5,0
No,37,Yes,No,DSL,Yes,Yes,One year,No,68.1,0
No,32,Yes,Yes,DSL,No,Yes,One year,No,70.5,0
Yes,55,Yes,Yes,DSL,No,Yes,One year,Yes,75.0,0
No,53,No,Yes,Fiber optic,Yes,No,Two year,No,105.55,0
No,1,Yes,Yes,DSL,No,No,Month-to-month,Yes,54.9,1
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,0
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.5,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.1,0
No,64,No,No,Fiber optic,Yes,Yes,Two year,No,102.1,0
No,50,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,1
No,65,No,No,DSL,No,Yes,Two year,Yes,59.8,0
No,29,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,1
No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,105.95,1
Yes,53,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,92.55,0
Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.55,0
No,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,0
No,33,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,50.0,0
No,12,No,No,DSL,No,Yes,One year,Yes,59.8,1
No,1,No,No,DSL,No,Yes,Month-to-month,No,49.0,0
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.25,0
No,20,No,No,Fiber optic,No,No,Month-to-month,No,70.55,0
Yes,31,Yes,No,DSL,Yes,Yes,One year,No,59.95,0
Yes,33,No,No,Fiber optic,Yes,No,One year,Yes,93.8,1
No,27,No,Yes,DSL,No,Yes,Month-to-month,Yes,53.8,0
No,6,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.25,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.55,1
No,21,No,No,Fiber optic,No,Yes,Month-to-month,Yes,86.05,0
No,15,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.25,1
No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.8,0
No,51,Yes,No,DSL,No,Yes,Month-to-month,Yes,44.45,0
No,20,No,No,Fiber optic,Yes,No,Month-to-month,No,90.8,1
Yes,71,Yes,No,DSL,Yes,No,Two year,No,77.55,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,1
Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,0
Yes,1,No,No,DSL,No,No,Month-to-month,No,44.0,0
Yes,13,No,Yes,Fiber optic,Yes,No,One year,Yes,104.15,0
Yes,57,Yes,Yes,DSL,No,No,One year,No,53.45,0
No,15,Yes,Yes,DSL,Yes,Yes,One year,No,45.9,0
No,36,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.85,0
No,46,No,Yes,Fiber optic,Yes,No,One year,Yes,94.15,0
No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,79.5,0
No,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.65,1
Yes,9,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,101.5,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,83.7,0
No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.95,1
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,75.55,1
No,51,No,Yes,Fiber optic,Yes,No,One year,Yes,106.8,0
No,51,Yes,No,DSL,No,Yes,One year,No,59.9,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.0,0
No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.0,1
No,4,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,0
No,11,No,No,DSL,No,No,Month-to-month,Yes,64.9,0
Yes,17,No,No,DSL,Yes,No,One year,Yes,55.85,1
No,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,0
No,72,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.5,0
No,42,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.65,0
No,42,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
No,69,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,26.3,0
No,37,Yes,Yes,DSL,Yes,Yes,Two year,No,65.6,0
No,48,No,Yes,DSL,Yes,No,One year,Yes,65.65,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.3,1
Yes,71,Yes,Yes,Fiber optic,Yes,No,One year,Yes,86.7,0
No,49,No,Yes,Fiber optic,Yes,No,One year,Yes,89.85,0
Yes,60,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.25,0
No,9,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,1
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,1
No,2,No,No,Fiber optic,No,No,Month-to-month,No,69.75,1
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.1,0
No,61,Yes,Yes,Fiber optic,No,Yes,One year,No,93.7,0
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,0
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,68.6,0
Yes,47,Yes,Yes,DSL,Yes,No,Two year,Yes,60.0,0
No,1,No,No,DSL,No,No,Month-to-month,No,25.25,1
No,23,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.75,1
No,1,No,No,Fiber optic,No,No,Month-to-month,No,84.5,1
No,2,No,No,DSL,No,No,Month-to-month,No,24.3,0
No,45,Yes,No,DSL,Yes,Yes,One year,No,42.3,0
No,51,Yes,No,Fiber optic,Yes,No,One year,Yes,93.65,0
Yes,13,Yes,No,DSL,Yes,No,Month-to-month,Yes,63.15,0
Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,0
No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
Yes,13,Yes,No,DSL,No,No,Month-to-month,Yes,49.95,0
No,66,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.15,0
No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.35,0
No,71,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,92.0,0
No,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.1,0
No,48,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,103.85,0
No,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.4,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.6,1
No,9,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.25,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,76.2,1
No,17,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.45,1
No,22,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.7,0
No,46,No,Yes,Fiber optic,Yes,No,One year,Yes,94.9,0
No,69,Yes,Yes,DSL,Yes,Yes,Two year,Yes,81.5,0
Yes,61,No,No,Fiber optic,Yes,No,One year,Yes,99.9,0
No,44,No,Yes,Fiber optic,No,Yes,Month-to-month,No,100.55,1
No,27,No,Yes,DSL,Yes,Yes,Month-to-month,No,83.85,0
No,24,Yes,No,DSL,No,Yes,Month-to-month,No,53.6,0
No,46,No,No,DSL,No,No,Month-to-month,Yes,43.95,0
No,35,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.05,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,0
No,33,No,No,Fiber optic,No,No,Month-to-month,No,91.25,0
No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.75,1
No,7,Yes,No,Fiber optic,No,No,Month-to-month,No,74.35,0
Yes,28,Yes,No,DSL,Yes,Yes,One year,No,50.8,0
No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.4,1
Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,No,103.15,0
Yes,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.0,0
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,0
No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,53.75,0
Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.7,0
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,0
Yes,25,Yes,No,DSL,No,No,One year,Yes,40.65,0
Yes,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,1
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,69.7,0
Yes,41,Yes,Yes,DSL,Yes,No,One year,Yes,60.3,0
Yes,42,No internet service,No internet service,No,No internet service,No internet service,Two year,No,22.95,0
No,50,No,No,Fiber optic,No,Yes,One year,No,99.4,0
No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,76.1,1
No,26,Yes,No,DSL,No,Yes,One year,No,54.55,0
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.8,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.35,0
Yes,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.05,0
Yes,72,Yes,Yes,DSL,Yes,No,Two year,Yes,83.6,0
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.35,0
No,63,No,No,Fiber optic,Yes,No,Two year,No,102.6,0
Yes,3,No,No,DSL,No,Yes,Month-to-month,Yes,31.0,1
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,1
Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.0,1
No,14,No,No,DSL,No,Yes,One year,No,59.1,0
No,63,No,No,Fiber optic,Yes,Yes,One year,Yes,90.05,0
No,44,No,Yes,Fiber optic,No,No,One year,No,88.4,1
No,3,No,No,DSL,No,No,Month-to-month,No,45.45,0
No,40,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,61.9,0
No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,87.1,0
Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,91.05,0
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,80.0,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.95,0
No,21,Yes,No,DSL,No,No,Month-to-month,No,28.5,0
No,24,No,No,Fiber optic,No,Yes,Month-to-month,Yes,96.0,1
Yes,2,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,1
Yes,60,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,93.25,0
No,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,0
No,69,Yes,Yes,DSL,No,No,One year,Yes,53.65,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,75.55,0
No,58,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.3,0
No,25,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,71.05,0
Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,1
No,47,No,No,Fiber optic,No,No,Month-to-month,Yes,86.05,0
No,16,Yes,Yes,DSL,Yes,Yes,Two year,No,54.85,0
No,1,No,No,DSL,No,No,Month-to-month,No,46.3,1
Yes,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.9,1
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,0
No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,1
No,31,No,Yes,Fiber optic,Yes,No,Month-to-month,No,93.8,1
Yes,51,Yes,No,DSL,No,Yes,One year,Yes,76.4,0
Yes,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.85,0
Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.1,0
No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,1
No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
No,33,No,Yes,DSL,No,No,Month-to-month,Yes,54.65,0
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.5,0
Yes,61,Yes,Yes,DSL,Yes,Yes,One year,No,84.9,0
No,3,No,No,DSL,No,No,Month-to-month,Yes,36.45,1
No,25,No,No,DSL,Yes,No,Month-to-month,Yes,48.25,0
No,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
No,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.55,0
Yes,49,Yes,No,DSL,Yes,Yes,Month-to-month,No,61.75,0
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,74.2,1
Yes,70,Yes,Yes,DSL,Yes,Yes,One year,No,78.35,0
No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,0
No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.15,0
Yes,43,Yes,Yes,Fiber optic,No,Yes,One year,Yes,106.0,0
No,8,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.5,1
Yes,22,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,88.55,0
No,45,No,No,Fiber optic,Yes,No,One year,Yes,102.15,0
No,67,No,Yes,DSL,Yes,Yes,Two year,No,86.15,0
Yes,27,Yes,Yes,DSL,No,No,Month-to-month,Yes,54.75,0
No,14,No,Yes,DSL,No,No,One year,Yes,54.25,0
No,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.75,0
No,60,No,Yes,Fiber optic,No,No,Month-to-month,No,89.45,0
No,18,No,No,Fiber optic,Yes,Yes,Month-to-month,No,93.9,0
No,30,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,1
No,32,Yes,No,DSL,No,Yes,One year,Yes,72.8,0
No,12,No,No,Fiber optic,Yes,No,One year,No,95.7,0
Yes,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,0
Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
No,4,No,No,DSL,No,No,Month-to-month,Yes,55.3,0
No,22,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.3,1
No,19,No,No,DSL,Yes,Yes,Month-to-month,No,59.55,0
No,30,Yes,Yes,DSL,Yes,Yes,One year,No,74.65,0
No,4,No,No,DSL,No,Yes,Month-to-month,Yes,40.05,0
No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.4,1
No,7,Yes,No,Fiber optic,No,No,Month-to-month,No,76.45,1
No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.25,0
No,25,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,81.75,0
No,33,Yes,No,DSL,No,Yes,One year,No,59.4,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,1
No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.95,0
Yes,67,Yes,No,Fiber optic,No,Yes,Two year,No,106.7,0
No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,89.1,0
No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.95,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,1
Yes,65,Yes,No,DSL,No,Yes,Two year,Yes,74.8,1
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,80.85,0
No,16,No,No,DSL,No,Yes,Month-to-month,Yes,49.45,0
No,67,Yes,No,DSL,Yes,Yes,Two year,Yes,85.25,0
No,10,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,0
Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,0
No,2,No,No,DSL,No,No,Month-to-month,No,44.45,0
No,22,Yes,No,DSL,No,No,Month-to-month,Yes,49.8,0
No,32,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.35,1
